Date Time,,,,Event
04/20/2016 07:00,UK,3705),,Prime Minister's Question Time in House of Commons
04/20/2016 09:15,UK,3706),,Brexit Campaigners Questioned by Commons Treasury Committee
04/20/2016 04/26,US,3707),,"Obama Visits Saudi Arabia, London and Germany"
04/21/2016 02:00,SW,3708),,U.K. Europe Minister Speaks in Stockholm
04/22/2016 11:05,UK,3709),,Carney Announces Character for New 20-Pound Banknote
04/25/2016,GE,3710),,Merkel Hosts G-5 Leaders to Discuss Terrorism
04/27/2016 07:00,UK,3711),,Prime Minister's Question Time in House of Commons
04/27/2016 09:15,UK,3712),,Leave.EU Founders Questioned by U.K. Commons Treasury Panel
04/28/2016 05:30,UK,3713),,U.K. Chancellor Osborne Questioned by Parliament on Brexit
04/28/2016,UK,3714),,Last Day of Commons Session Before Recess
05/03/2016 19:01,UK,3715),,U.K. Parliamentary Report on London Airport Expansion
05/03/2016,UK,3716),,Commons Reconvenes After Recess
05/04/2016 07:00,UK,3717),,Prime Minister's Question Time in House of Commons
05/04/2016 11:30,UK,3718),,Parliament Questions Prime Minister David Cameron on Brexit
05/05/2016 09:00,JN,3719),,Japanese Prime Minister Abe Gives Press Conference in London
05/05/2016,UK,3720),,Elections Held in U.K. for New London Mayor and Assembly
05/05/2016,UK,3721),,Elections to Scottish Parliament
05/05/2016,UK,3722),,Elections to Welsh Assembly
05/05/2016,UK,3723),,Elections to Northern Ireland Assembly
05/05/2016,UK,3724),,"Parliamentary By-Elections in Ogmore, Sheffield Brightside"
05/11/2016 09:00,UK,3725),,Osborne Questioned by Commons Treasury Panel on EU Report
05/12/2016,UK,3726),,Cameron Hosts Anti-Corruption Summit in London
05/18/2016 06:30,UK,3727),,State Opening of Parliament and Queen's Speech
05/23/2016 10:50,UK,3728),,"U.K. Lawmakers Question Arcadia, Advisers on BHS, Pensions"
05/24/2016 04:30,UK,3729),,EDF's de Rivaz Questioned by U.K. Lawmakers on Nuclear Power
05/24/2016 05:00,UK,3730),,Fallon Questioned by U.K. Lawmakers About Russia
05/24/2016 05:00,UK,3731),,"BOE's Carney, Broadbent, Weale and Vlieghe in Parliament"
05/24/2016 05:30,UK,3732),,Business Groups Questioned by U.K. Lawmakers on EU Vote
05/25/2016 04:00,UK,3733),,"U.K. Lawmakers Question BHS Pensions Trustees, RAL Advisers"
05/25/2016 06:30,UK,3734),,ECB's Constancio Speaks at Workshop in London
05/25/2016 07:00,UK,3735),,Prime Minister's Question Time in House of Commons
05/26/2016 05:30,UK,3736),,"Fallon Questioned by U.K. Lawmakers on Syria, Iraq Operations"
05/26/2016 15:00,UK,3737),,EU Referendum Debate on BBC TV
05/26/2016,UK,3738),,Last Day of Commons Session Before Whitsun Recess
05/26/2016 05/27,US,3739),,"G-7 Leaders Summit Is Held in Ise-Shima, Japan"
06/02/2016 15:00,UK,3740),,Cameron Answers Questions on Sky News EU Referendum Program
06/03/2016 15:00,UK,3741),,Gove Answers Questions on Sky News EU Referendum Program
06/06/2016 10:30,UK,3742),,Theresa May Addresses Commons Before Surveillance Data Vote
06/06/2016,UK,3743),,Commons Reconvenes After Whitsun Recess
06/07/2016 09:15,UK,3744),,Whittingdale Questioned by U.K. Lawmakers on BBC
06/07/2016 16:00,UK,3745),,"Cameron, Farage Answer Questions on ITV EU Referendum Program"
06/08/2016 04:30,UK,3746),,"U.K. Lawmakers Question BHS, Retail Acquisitions Executives"
06/08/2016 07:00,UK,3747),,Prime Minister's Question Time in House of Commons
06/08/2016 14:30,UK,3748),,U.K.'s Osborne Interviewed on BBC Before EU Vote
06/09/2016 15:00,UK,3749),,"ITV Stages EU Referendum Debate With Johnson, Sturgeon"
06/10/2016 14:30,UK,3750),,UKIP's Farage Interviewed on BBC Before EU Vote
06/12/2016 04:00,UK,3751),,U.K. Prime Minister Cameron Goes on TV to Talk Brexit
06/15/2016 04:30,UK,3752),,U.K. Lawmakers Question Philip Green Over BHS
06/15/2016 07:00,UK,3753),,Prime Minister's Question Time in House of Commons
06/15/2016 13:45,UK,3754),,Gove in BBC TV `Question Time' Program on EU Vote
06/15/2016,UK,3755),,Last Day of Commons Session Before Recess
06/16/2016 16:00,UK,3756),,"BOE's Carney, U.K.'s Osborne Speak at Mansion House Dinner"
06/16/2016,UK,3757),,"House of Commons By-Election in Tooting, South London"
06/17/2016 05:00,AS,3758),,IMF's Lagarde Speaks on Panel With Austrian Finance Minister
06/19/2016 13:45,UK,3759),,Cameron in BBC TV `Question Time' Program on EU Vote
06/20/2016 13:00,UK,3760),,U.K. Labour Leader Corbyn Faces Brexit Questions on Sky News
06/21/2016 15:00,UK,3761),,BBC TV's Final Debate Before EU Vote
06/23/2016,UK,3762),,U.K. Referendum on EU Membership
06/27/2016,UK,3763),,Commons Reconvenes After Recess
06/29/2016 07:00,UK,3764),,Prime Minister's Question Time in House of Commons
06/29/2016,EC,3765),,Scotland's Sturgeon meets with EU officials in Brussels
07/05/2016 06:00,UK,3766),,BOE Governor Mark Carney gives press conference in London
07/05/2016,UK,3767),,First Round of Conservative Party Leadership Election
07/06/2016 07:00,UK,3768),,Prime Minister's Question Time in House of Commons
07/06/2016,UK,3769),,U.K. Iraq Inquiry Report Published
07/08/2016 07/09,EC,3770),,NATO Leaders Hold Summit in Warsaw
07/08/2016 07/09,PD,3771),,NATO meets in Warsaw
07/12/2016 05:00,UK,3772),,Carney Speaks on Financial Stability in Parliament in London
07/13/2016 07:00,UK,3773),,Prime Minister's Question Time in House of Commons
07/20/2016 07:00,UK,3774),,Prime Minister May's First Question Time in House of Commons
07/21/2016,UK,3775),,Last Day of Commons Session Before Summer Recess
07/31/2016,UK,3776),,Nominations Close in UKIP Leadership Contest
08/03/2016 07:00,UK,3777),,UKIP Announces Candidates in Leadership Contest
08/04/2016 14:00,UK,3778),,"Corbyn, Smith Hold First Labour Leadership Debate in Cardiff"
08/11/2016 14:00,UK,3779),,"Corbyn, Smith Hold Labour Leadership Debate in Gateshead"
08/17/2016,UK,3780),,"Corbyn, Smith Hold Labour Leadership Debate in Nottinghamshire"
08/18/2016,UK,3781),,"Corbyn, Smith Hold Labour Leadership Debate in Birmingham"
08/19/2016 12:00,NE,3782),,Dutch PM Rutte Meets Merkel in Brandenburg to discuss Brexit
08/22/2016,UK,3783),,Ballot Papers Sent Out in Labour Leadership Election
08/25/2016,UK,3784),,"Corbyn, Smith Hold Labour Leadership Debate in Glasgow"
09/01/2016,UK,3785),,"Corbyn, Smith Hold Labour Leadership Debate"
09/02/2016 09:00,UK,3786),,New England & Wales Green Party Leader Announced
09/05/2016 09:30,UK,3787),,Commons Reconvenes After Summer Recess
09/05/2016 11:00,UK,3788),,U.K. Lawmakers Debate Petition for Second EU Referendum
09/07/2016 07:00,UK,3789),,Prime Minister's Question Time in House of Commons
09/07/2016 09:15,UK,3790),,"BOE's Carney, Cunliffe, Forbes, Vlieghe Speak in London"
09/08/2016 10:35,UK,3791),,Hammond Questioned by Lords Economic Affairs Committee
09/08/2016,UK,3792),,"Corbyn, Smith Hold Labour Leadership Debate on BBC"
09/08/2016,UK,3793),,Fallon Hosts Defense Ministers' Meeting on UN Peacekeeping
09/11/2016 09/14,UK,3794),,Trades Union Congress in Brighton
09/12/2016 11:05,UK,3795),,Brexit Secretary Davis Questioned by Lords Committee
09/12/2016 13:00,EC,3796),,U.K.'s Julian King Has Hearing at EU Parliament in Strasbourg
09/13/2016 10:00,UK,3797),,Brexit Secretary Davis Questioned by Commons Committee
09/14/2016 07:00,UK,3798),,Prime Minister's Question Time in House of Commons
09/14/2016,UK,3799),,"Corbyn, Smith Hold Labour Leadership Debate on Sky News"
09/15/2016,UK,3800),,Last Day of Commons Session Before Conference Recess
09/16/2016 06:45,UK,3801),,Farage Speaks at UKIP Conference in Bournemouth
09/16/2016 08:30,UK,3802),,New UKIP Leader Announced at Conference in Bournemouth
09/16/2016 09/17,UK,3803),,UKIP Conference in Bournemouth
09/17/2016 09/21,UK,3804),,Liberal Democrat Conference in Brighton
09/21/2016 07:00,UK,3805),,Deadline for Voting in Labour Leadership Election
09/22/2016 12:00,EC,3806),,EU's Schulz Meets With U.K. Prime Minister May in London
09/23/2016 06:00,EC,3807),,EU's Schulz Meets With U.K.'s Corbyn in London
09/23/2016 08:30,EC,3808),,EU's Schulz Speaks at London School of Economics in London
09/23/2016 09:00,PO,3809),,"Goldman's Barroso Speaks at Conference in Cascais, Portugal"
09/24/2016 06:45,UK,3810),,U.K. Labour Leadership's Election Result Are Announced
09/25/2016 09/28,UK,3811),,Labour Party Conference in Liverpool
09/26/2016 07:00,UK,3812),,McDonnell Due to Address Labour Party Conference
09/27/2016 09:15,UK,3813),,Labour Deputy Leader Watson Addresses Party Conference
09/27/2016 10:15,UK,3814),,London Mayor Khan Addresses Labour Party Conference
09/28/2016 09:15,UK,3815),,Corbyn Scheduled to Address Labour Party Conference
09/29/2016,EC,3816),,EU's Vestager Speaks at Women at the Top Event in London
10/02/2016 09:00,UK,3817),,"May, Davis, Patel, Johnson Will Speak at Tory Conference"
10/02/2016 10/05,UK,3818),,Amber Rudd Speaks to U.K. Conservative Party in Birmingham
10/03/2016 05:30,UK,3819),,"Clark, Javid, Grayling, Hammond Speak at Tory Conference"
10/03/2016 09:30,UK,3820),,"Bradley, Leadsom, Fox Speak at Tory Conference"
10/04/2016 05:30,UK,3821),,"Cairns, Mundell, Brokenshire Speak at Tory Conference"
10/04/2016 06:00,UK,3822),,"Fallon, Truss, Rudd Speak at Tory Conference"
10/04/2016 09:30,UK,3823),,"Green, Hunt, Greening Speak at Tory Conference"
10/05/2016 06:30,UK,3824),,May Makes Closing Speech at U.K. Tory Conference
10/05/2016 07:00,UK,3825),,UK Prime Minister May Speaks at Conservative Party Conference
10/10/2016,UK,3826),,Commons Reconvenes After Conference Recess
10/11/2016 05:00,UK,3827),,BOE's Saunders Speaks at Parliamentary Hearing in London
10/11/2016 06:00,UK,3828),,BOE's Kashyap Speaks at Parliamentary Hearing in London
10/12/2016 05:00,UK,3829),,BOE Deputy Governor Cunliffe Speaks in Parliament in London
10/12/2016 07:00,UK,3830),,Prime Minister's Question Time in House of Commons
10/13/2016 10/15,UK,3831),,SNP Annual Conference in Glasgow
10/15/2016 10:15,UK,3832),,Sturgeon Addresses SNP Conference
10/15/2016 10/16,RU,3833),,"U.S.'s Kerry, Russia's Lavrov to Discuss Syria in Lausanne"
10/17/2016 10:45,UK,3834),,BOE Deputy Governor Ben Broadbent Speaks in London
10/17/2016 11:05,UK,3835),,U.K. Transport Secretary Grayling Questioned by Lawmakers
10/19/2016 07:00,UK,3836),,Prime Minister's Question Time in House of Commons
10/19/2016 09:15,UK,3837),,U.K. Chancellor Hammond Testifies to Treasury Committee
10/20/2016,UK,3838),,"House of Commons By-Elections in Witney, Batley & Spen"
10/21/2016 08:00,EC,3839),,"EU's Juncker, U.K.'s May Have Working Lunch in Brussels"
10/24/2016 07:30,SW,3840),,Swedish Finance Minister speaks in London
10/25/2016 10:35,UK,3841),,Carney Appears at House of Lords Economic Committee
10/26/2016 07:00,UK,3842),,Prime Minister's Question Time in House of Commons
10/30/2016 10/31,IR,3843),,"Secretary of State Kerry Visits Flanagan in Ireland, London"
10/31/2016 12:00,US,3844),,Treasury Secretary Lew Visits Oxford to Talk Shared Growth
10/31/2016,UK,3845),,U.K. Independence Party Nominations Close for Election
11/01/2016 11/03,UK,3846),,Colombian President Santos Makes State Visit to U.K.
11/02/2016 08:00,UK,3847),,Prime Minister's Question Time in House of Commons
11/04/2016 05:30,EC,3848),,EU's Juncker to Speak by Phone With U.K. Prime Minister May
11/04/2016 08:40,GE,3849),,U.K.'s Johnson Meets German Foreign Minister in Berlin
11/06/2016 11/08,UK,3850),,U.K. Premier May Makes Trade Visit to India
11/07/2016 10:30,UK,3851),,U.K.'s Wright Delivers Statement on Brexit High Court Ruling
11/08/2016,UK,3852),,Last Day of Commons Session Before November Recess
11/14/2016,UK,3853),,Commons Reconvenes After November Recess
11/14/2016,UK,3854),,U.K. Prime Minister Theresa May Speaks at Lord Mayor's Banquet
11/15/2016 05:00,UK,3855),,"BOE's Carney, Shafik, Saunders at Treasury Committee Hearing"
11/15/2016 13:00,AS,3856),,ECB's Nowotny Gives Speech on Brexit in Vienna
11/16/2016 07:00,UK,3857),,Prime Minister's Question Time in House of Commons
11/16/2016 11/17,PO,3858),,Portuguese President Rebelo de Sousa Visits London
11/17/2016 11/19,GE,3859),,"Valls, Sturgeon, Schaeuble at Economic Conference in Berlin"
11/17/2016 11/18,US,3860),,President Obama Meets With Chancellor Merkel and Other Leaders
11/23/2016 07:00,UK,3861),,Prime Minister's Question Time in House of Commons
11/23/2016 07:30,UK,3862),,U.K. Chancellor Hammond Makes Autumn Statement to Parliament
11/23/2016,EC,3863),,EU's Moscovici Speaks at Best of Britain Conference in London
11/24/2016 07:45,EC,3864),,EU's Moscovici to speak on Policy Network panel in London
11/28/2016,UK,3865),,UKIP Announces Result of Party Leadership Election
11/30/2016 02:00,UK,3866),,Carney Publishes BOE Financial Stability Report
11/30/2016 07:00,UK,3867),,Prime Minister's Question Time in House of Commons
12/01/2016 08:30,IT,3868),,"Boris Johnson, Frans Timmermans at Rome-Med Conference"
12/01/2016,UK,3869),,Richmond Park By-Election to U.K. House of Commons
12/06/2016 05:30,EC,3870),,EU's Michel Barnier Briefs on Brexit in Brussels
12/07/2016 07:00,UK,3871),,Prime Minister's Question Time in House of Commons
12/08/2016,UK,3872),,"Special Parliamentary Election Held in Sleaford, England"
12/12/2016 11:15,UK,3873),,Hammond Questioned by U.K. Lawmakers on Autumn Statement
12/13/2016 11:15,UK,3874),,U.K. Culture Secretary Bradley Questioned by Lords Panel
12/14/2016 07:00,UK,3875),,Prime Minister's Question Time in House of Commons
12/14/2016 09:30,UK,3876),,U.K. Business Secretary Clark Questioned by Lawmakers
12/19/2016 10:30,UK,3877),,U.K. Prime Minister May Talks to Parliament About EU Summit
12/20/2016 09:00,UK,3878),,May Questioned by U.K. Parliament Panel on Brexit
12/20/2016,UK,3879),,Last Day of Commons Session Before Christmas Recess
01/08/2017 10:00,UK,3880),,UK Prime Minister May Interviewed on Sky News
01/09/2017 10:30,UK,3881),,UK's Labor Party Senior Minister to Speak With Lawmakers
01/09/2017,UK,3882),,Commons Reconvenes After Christmas Recess
01/10/2017 06:30,UK,3883),,UK Foreign Secretary Johnson Faces Questions in Parliment
01/11/2017 07:00,UK,3884),,Prime Minister's Question Time in House of Commons
01/15/2017 04:00,UK,3885),,Labour Party Leader Corbyn Interview on BBC Television
01/17/2017,UK,3886),,U.K. Prime Minister May Speaks on Her Brexit Approach
01/17/2017 01/19,UK,3887),,Secretary Boris Johnson Travels to India
01/18/2017 07:00,UK,3888),,Prime Minister's Question Time in House of Commons
01/24/2017,UK,3889),,U.K. Court will Rule on Brexit Legality Without Parliament Ok
01/25/2017 07:00,UK,3890),,Prime Minister's Question Time in House of Commons
01/26/2017 04:30,UK,3891),,U.K. Brexit Secretary Davis Takes Questions in Parliament
01/27/2017,UK,3892),,"U.K. Premier May Visits Washington, Meets Trump"
01/28/2017,UK,3893),,"U.K. Premier May Visits Turkey, Meets Erdogan"
01/31/2017 19:00,UK,3894),,Health tourism in Public Accounts Committee
02/01/2017 05:00,UK,3895),,Ivan Rogers questioned by MPs after resigning as EU ambassador
02/01/2017 05:30,UK,3896),,Liam Fox questioned on British trade after May-Trump Meeting
02/01/2017 07:00,UK,3897),,Prime Minister's Question Time in House of Commons
02/01/2017,UK,3898),,U.K. House of Commons Holds First Vote on Article 50 Bill
02/02/2017 04:30,UK,3899),,White Paper Released By Brexit Department
02/02/2017 13:00,UK,3900),,Trade Minister Liam Fox Speech
02/05/2017 02/06,UK,3901),,U.K. Prime Minister May to Meet Israel's Netanyahu in London
02/06/2017 04:00,UK,3902),,Benn on Brexit
02/06/2017 10:30,UK,3903),,Theresa May to speak at Commons on EU Summit in Malta
02/06/2017 02/08,UK,3904),,U.K. House of Commons Completes Debate on Article 50 Bill
02/08/2017 07:00,UK,3905),,Prime Minister's Question Time in House of Commons
02/09/2017 05:00,UK,3906),,U.K. Trade Secretary Liam Fox is Questioned by Lawmakers
02/09/2017 06:30,IT,3907),,Premier Gentiloni Meets U.K.'s May in London
02/09/2017,UK,3908),,Last Day of Commons Session Before February Recess
02/13/2017 06:30,FI,3909),,U.K. Brexit Secretary David Davis Speaks to Press in Helsinki
02/17/2017 02/18,UK,3910),,UKIP Spring Conference in Bolton
02/20/2017 10:30,UK,3911),,U.K. Parliament: question on Vauxhall and Opel
02/20/2017,UK,3912),,Commons Reconvenes After February Recess
02/20/2017 02/21,UK,3913),,U.K. House of Lords Holds First Debate on Article 50 Bill
02/21/2017 02:20,UK,3914),,David Davis in Riga
02/22/2017 04:15,UK,3915),,"Britain's former ambassador to EU, Ivan Rogers, at Committee"
02/22/2017 07:00,UK,3916),,Prime Minister's Question Time in House of Commons
02/23/2017 03:30,UK,3917),,U.K.’s Statistics Office Announces Quarterly Immigration...
02/23/2017,UK,3918),,U.K. Labour Party Defends 2 Commons Seats in By-Elections
02/24/2017 05:15,UK,3919),,Corbyn Gives Brexit Speech
02/27/2017 10:00,UK,3920),,U.K. House of Lords Holds Detailed Review of Article 50 Bill
02/27/2017 13:00,UK,3921),,John Major gives Brexit speech - first since referendum
03/01/2017 07:00,UK,3922),,Prime Minister's Question Time in House of Commons
03/01/2017 08:40,UK,3923),,Boris Johnson in Kiev
03/05/2017 04:00,UK,3924),,U.K. Chancellor Hammond Interviewed on BBC
03/07/2017 06:00,UK,3925),,U.K. Lords Hold Final Debate and Vote on Article 50 Bill
03/08/2017 07:00,UK,3926),,Prime Minister's Question Time in House of Commons
03/08/2017 07:30,UK,3927),,Hammond Announces U.K. Budget
03/15/2017 08:00,UK,3928),,Prime Minister's Question Time in House of Commons
03/17/2017 03/19,UK,3929),,U.K. Liberal Democrat Spring Conference in York
03/17/2017 03/18,UK,3930),,U.K. Conservative Party Spring Forum in Cardiff
03/20/2017 16:00,UK,3931),,Cameron Gives Speech on EU and Populism
03/20/2017,UK,3932),,Sturgeon To Seek Scottish Parliament Permission for Referendum
03/20/2017,UK,3933),,U.K. Prime Minister Theresa May Begins Brexit Tour in Wales
03/22/2017 04:00,UK,3934),,U.K.'s Fox At Ronnie Scott's for Advertizing Week
03/22/2017 08:00,UK,3935),,Prime Minister's Question Time in House of Commons
03/29/2017 07:00,UK,3936),,Prime Minister's Question Time in House of Commons
03/30/2017,UK,3937),,Last Day of Commons Session Before Easter Recess
